run,layer,pair,unit_x,unit_y,rho,c_x,c_y,kappa,kappa_boot_low,kappa_boot_high,kappa_boot_undefined
a,7,tail-strided,u0,u1,0.6784593687898562,0.8127615984672482,0.7837323075040886,0.968954849943559,0.8874781450299597,1.038163174205879,0.0
a,7,tail-spread,u0,u0,0.8245664562190567,0.8127615984672482,0.8769334924469188,0.929719809977285,0.8697103725691196,0.9826319106962477,0.0
a,7,tail-spread,u0,u1,0.7500066254765323,0.8127615984672482,0.828282110927465,0.9474104675519959,0.8791059962520968,1.0090474203456392,0.0
a,7,strided-spread,u1,u0,0.8992666987201614,0.7837323075040886,0.8769334924469188,0.8742244490274245,0.8098663469041842,0.9305269169527252,0.0
a,7,strided-spread,u1,u1,0.9368053218146057,0.7837323075040886,0.828282110927465,0.8324311841205458,0.7604590581668118,0.9021127977878296,0.0
a,7,identity:tail,u0,,0.7887338834225845,0.8127615984672482,nan,1.0304636526332547,nan,nan,nan
a,7,identity:strided,u1,,0.8601879329004991,0.7837323075040886,nan,0.9111175331899775,nan,nan,nan
a,7,identity:spread,u0,,1.0454304975982296,0.8769334924469188,nan,0.8388252442047409,nan,nan,nan
a,8,tail-strided,u0,u1,0.6993266421970515,0.808613838347482,0.7247792960459742,0.9154474878178891,0.802797844861303,1.000892321554183,0.0
a,8,tail-spread,u0,u0,0.7212366541020531,0.808613838347482,0.6863026438964285,0.8771816252237838,0.7532061026879852,0.9559299077194587,0.0
a,8,tail-spread,u0,u1,0.6137871231878461,0.808613838347482,0.5616106220076226,0.8601602220636504,0.7081428712864077,0.963792852743336,0.0
a,8,strided-spread,u1,u0,0.7430548524953349,0.7247792960459742,0.6863026438964285,0.8181826919230446,0.7036175829727254,0.9105649760828523,0.0
a,8,strided-spread,u1,u1,0.6853437830183536,0.7247792960459742,0.5616106220076226,0.7706661915411858,0.6137426338129857,0.8960907462031626,0.0
a,8,identity:tail,u0,,0.8238886017586633,0.808613838347482,nan,0.9814601593242388,nan,nan,nan
a,8,identity:strided,u1,,0.8488121339514552,0.7247792960459742,nan,0.8538748058088264,nan,nan,nan
